,Live Spectrum 10-11-2023 10:01:39 - Spikes removed,Live Spectrum 10-11-2023 10:01:40 - Spikes removed,Live Spectrum 10-11-2023 10:01:43 - Spikes removed,Live Spectrum 10-11-2023 10:01:44 - Spikes removed,
Wavelength [nm],Intensity,intensity,intensity,intensity,
360.9374,17.03125,16.9375,16.875,16.3125,
361.2189,16.87118,16.80868,16.95087,16.28889,
361.5005,16.83538,16.73856,17.160063,16.42913,
361.7821,17.01713,16.6848,17.15895,16.650851,
362.0636,17.146952,16.835301,17.008449,16.883449,
362.3452,17.293532,16.934702,16.909048,16.746112,
362.6267,17.261361,17.022722,16.752861,16.536945,
362.9083,17.109238,16.811098,16.580518,16.4375,
363.1899,16.814617,16.664994,16.66817,16.467691,
363.4714,16.682187,16.77328,16.950783,16.516953,
363.7530,16.662609,16.537065,17.187772,16.550054,
364.0346,16.604904,16.4375,17.167404,16.417958,
364.3161,16.607474,16.594909,17.035052,16.276289,
364.5977,16.722274,16.534657,17.024319,16.201363,
364.8792,16.802287,16.160132,17.03125,16.265931,
365.1608,16.756575,16.289487,16.667739,16.085513,
365.4424,16.660676,16.342275,16.982296,16.211373,
365.7239,16.845072,16.659554,17.3125,16.438161,
366.0055,16.983657,17.002823,17.297593,16.493611,
366.2870,17.183578,17.449139,17.081983,16.390561,
366.5686,17.104873,17.238289,16.965749,16.269833,
366.8502,16.845046,16.846343,16.872407,16.188796,
367.1317,16.851882,16.730346,17.006928,16.417919,
367.4133,17.104779,16.806988,16.830883,17.033092,
367.6949,16.97152,16.63779,16.73721,16.64768,
367.9764,16.793633,16.91805,16.747839,16.456367,
368.2580,16.648238,17.251335,16.748665,16.40625,
368.5395,16.414647,17.010733,16.646612,16.56856,
368.8211,16.29592,16.59503,16.57398,16.50957,
369.1027,16.185502,16.46875,16.498002,16.298754,
369.3842,16.620694,16.654528,16.863527,17.039555,
369.6658,16.905944,16.743689,17.174572,17.187806,
369.9473,16.990799,16.883246,17.405295,17.076302,
370.2289,17.056707,16.764483,17.635974,16.949086,
370.5105,17.002397,16.810103,17.475942,17.117808,
370.7920,16.998028,16.976144,17.313486,17.189472,
371.0736,16.872822,17.452746,17.379356,17.308144,
371.3552,16.816751,17.633108,17.468356,17.215287,
371.6367,16.564173,17.385804,17.665381,16.985339,
371.9183,16.259661,16.935234,17.50493,17.033715,
372.1998,16.205213,16.807316,17.28593,16.88436,
372.4814,16.25,17.094315,17.061088,16.676424,
372.7630,16.335112,17.145797,16.713524,16.494774,
373.0445,16.441149,17.141656,16.697652,16.547906,
373.3261,16.344504,17.420178,16.780873,16.826428,
373.6076,16.36658,17.033453,16.8125,16.832222,
373.8892,16.269294,16.57506,16.737742,16.569234,
374.1708,16.318705,16.643728,16.646886,16.387522,
374.4523,16.537759,16.731336,16.646918,16.299914,
374.7339,16.87603,16.773523,16.79739,16.375343,
375.0155,17.119485,16.856617,16.969362,16.50674,
375.2970,17.236396,16.848285,17.106862,16.451104,
375.5786,17.165093,16.900355,17.125,16.267685,
375.8601,16.678116,16.846483,17.095117,16.51895,
376.1417,16.813958,16.907083,17.032708,16.501458,
376.4233,17.027696,17.03125,17.251777,16.71342,
376.7048,16.945374,16.997856,17.294608,16.601624,
376.9864,16.764688,16.689374,17.391562,16.376874,
377.2679,16.837303,16.537697,17.306053,16.225197,
377.5495,16.836473,16.610447,17.28125,16.313929,
377.8311,16.992017,16.892946,17.205012,16.538119,
378.1126,17.242812,17.03069,16.987001,16.558626,
378.3942,17.419284,16.649733,16.956606,16.450089,
378.6758,17.50303,16.748957,17.01714,16.46875,
378.9573,17.328129,16.828128,17.093747,16.609371,
379.2389,17.118966,16.598816,17.221767,16.852801,
379.5204,17.155682,16.705,17.417727,17.123864,
379.8020,17.440218,17.186018,17.672184,17.350667,
380.0836,17.692248,17.202003,17.317508,16.800762,
380.3651,17.426462,17.07878,17.17122,16.53125,
380.6467,16.968251,17.087089,17.1875,16.703375,
380.9282,16.848937,17.041624,17.005061,16.932439,
381.2098,16.595976,17.141372,16.831098,16.94122,
381.4914,16.591492,17.098266,16.754516,16.879516,
381.7729,16.502405,17.154646,16.993586,16.418277,
382.0545,16.320279,17.104904,17.169997,16.24611,
382.3360,16.695869,16.164619,16.356304,16.054131,
382.6176,16.833684,16.291842,16.563026,15.9375,
382.8992,17.004963,16.414705,16.8125,16.00202,
383.1807,16.967352,16.625,16.793331,16.375699,
383.4623,16.695318,16.625,16.703129,16.492189,
383.7439,16.643452,16.615774,16.674702,16.394943,
384.0254,16.676865,16.604385,16.740021,16.154938,
384.3070,16.535861,16.649078,16.937756,16.284067,
384.5885,16.478118,16.768121,17.106879,16.660626,
384.8701,16.819369,16.889829,16.85171,16.699145,
385.1517,17.032431,16.987327,16.671285,16.813681,
385.4332,16.780961,16.956923,16.585865,16.650192,
385.7148,16.505586,16.818086,16.550221,16.367201,
385.9963,16.489091,16.943975,16.786247,16.057503,
386.2779,16.695339,17.03125,17.05818,16.024317,
386.5595,16.619814,17.054312,16.871315,16.039438,
386.8410,16.391597,16.867183,16.878909,16.226567,
387.1226,16.678647,16.915545,16.854727,16.564625,
387.4042,16.777102,17.235626,16.762443,16.679205,
387.6857,16.951877,17.167499,16.664687,16.772813,
387.9673,16.909215,16.739503,16.745553,16.483574,
388.2488,16.90625,16.37674,16.843275,16.655301,
388.5304,17.145808,16.504641,17.034656,16.585704,
388.8120,16.879946,16.637365,16.327338,17.182554,
389.0935,16.94128,16.826612,16.530241,17.087199,
389.3751,16.989077,17.166413,16.800817,16.822663,
389.6566,17.080994,17.180483,17.075256,16.8176,
389.9382,17.03125,17.023582,17.101995,16.578413,
390.2198,16.995437,16.883608,16.968577,16.414858,
390.5013,16.90625,16.563052,16.781802,16.073837,
390.7829,16.699133,16.615065,16.741763,15.899711,
391.0645,16.445949,16.799725,16.857899,15.666276,
391.3460,16.537599,16.949703,16.96875,15.640377,
391.6276,16.40757,17.15625,16.96875,15.919566,
391.9091,16.50922,17.106609,17.018391,16.511112,
392.1907,16.86977,16.991327,17.044707,17.04426,
392.4723,17.088353,16.9375,17.03125,16.934657,
392.7538,16.881763,16.978039,16.970441,16.548994,
393.0354,16.535003,17.171998,17.216996,15.997755,
393.3169,16.528397,17.181827,17.230129,15.880673,
393.5985,16.873764,16.916816,17.067783,15.882307,
393.8801,16.893279,16.793436,16.804836,16.000786,
394.1616,16.954096,16.623058,16.697269,16.347635,
394.4432,16.748204,16.869433,16.715068,16.351113,
394.7248,16.833813,17.050079,16.747516,16.602642,
395.0063,17.023497,17.092458,16.839874,16.565084,
395.2879,16.719804,17.062605,16.937184,16.936235,
395.5694,16.780174,17.215523,16.810349,16.835144,
395.8510,16.747748,17.111491,16.747748,16.589247,
396.1326,16.739282,16.913546,16.732438,16.538094,
396.4141,16.929186,16.700402,16.871273,16.589163,
396.6957,17.096981,16.645472,17.059984,16.579741,
396.9772,17.263803,16.957816,17.235809,16.65625,
397.2588,17.159541,17.161445,17.269392,16.511341,
397.5404,16.737139,16.915444,16.957749,16.204082,
397.8219,16.750251,16.896168,17.218247,16.510082,
398.1035,16.767763,16.858365,17.252021,16.59375,
398.3851,16.918844,16.7234,16.930026,16.480403,
398.6666,16.992367,16.419967,16.673783,16.216482,
398.9482,16.95866,16.4375,16.774925,16.153087,
399.2297,16.827803,16.469393,17.129501,16.282536,
399.5113,16.727232,16.687589,17.070894,16.241429,
399.7929,16.728871,16.988992,16.84375,16.247026,
400.0744,16.761998,17.267016,16.940009,16.485766,
400.3560,16.627942,17.436029,16.918628,16.614093,
400.6375,16.412496,17.447321,16.896429,16.753575,
400.9191,16.27622,17.30244,17.0188,16.67744,
401.2007,16.367929,17.037728,17.204015,16.742929,
401.4822,16.504875,16.96875,17.299313,16.855219,
401.7638,16.53125,16.840141,17.209613,16.489174,
402.0453,16.691942,16.785718,17.107154,16.459814,
402.3269,16.99712,16.78125,17.149424,16.357402,
402.6085,17.002363,16.78125,17.098476,16.199315,
402.8900,17.059863,16.841113,16.944092,16.037842,
403.1716,16.907643,17.029578,16.9375,16.062221,
403.4532,16.90625,17.189767,16.658517,16.224796,
403.7347,16.924101,17.27054,16.733934,16.46161,
404.0163,17.201894,17.102178,16.465941,16.354987,
404.2978,17.027422,17.179843,16.452813,16.495549,
404.5794,17,17.10563,16.552815,16.682658,
404.8610,16.994149,16.953189,16.5,16.638696,
405.1425,16.95504,16.76371,16.534276,16.514513,
405.4241,16.94552,16.820354,16.679812,16.335896,
405.7056,17.035956,16.879142,16.785392,16.321348,
405.9872,16.978587,16.79169,16.93402,16.55032,
406.2688,17,16.492813,17.0625,16.837694,
406.5503,16.929205,16.750643,16.897312,16.389661,
406.8319,16.876364,16.931796,16.497272,16.194568,
407.1135,16.79011,16.900042,16.243792,16.42864,
407.3950,16.636026,16.738974,16.141545,16.670955,
407.6766,16.656094,16.781562,16.093672,16.405548,
407.9581,16.410955,16.956103,16.079118,15.82588,
408.2397,16.583765,16.666235,16.515347,16.12463,
408.5213,16.86226,16.40625,16.584604,16.5625,
408.8028,16.991696,16.367351,16.270105,16.484703,
409.0844,17.164416,16.241834,16.228267,16.49865,
409.3659,17.346624,16.592433,16.548372,16.467313,
409.6475,17.384014,16.914668,16.887628,16.4375,
409.9291,17.097133,17.246617,16.899283,16.414344,
410.2106,16.97593,17.44003,16.658371,16.33404,
410.4922,17.218543,17.14402,16.493833,16.737148,
410.7738,17.125947,17.114268,16.365215,16.817866,
411.0553,16.879483,17.178567,16.34375,16.705366,
411.3369,16.788394,17.270534,16.537497,16.659822,
411.6184,17.038362,17.052706,16.591068,16.627682,
411.9000,17.0625,16.972344,16.623203,16.477735,
412.1816,16.8805,16.78675,16.776666,16.317084,
412.4631,16.718957,16.750041,16.812459,16.281291,
412.7447,16.383291,16.503316,16.902105,16.746684,
413.0262,16.695973,16.625,16.738137,16.614832,
413.3078,16.861638,16.609667,16.533805,16.450277,
413.5894,17.0625,16.423854,16.565911,16.621041,
413.8709,17.049712,16.321025,16.59375,16.856538,
414.1525,16.978968,16.415872,16.649949,16.942609,
414.4341,17.055052,16.666654,16.913698,16.962799,
414.7156,17.169825,16.803025,16.853225,16.85605,
414.9972,17.21875,16.641011,17.00762,16.676794,
415.2787,17.201856,16.602197,17.039697,17.022803,
415.5603,17.15625,16.63427,17.090309,16.916574,
415.8419,17.1159,16.646163,16.964589,16.658226,
416.1234,17.042151,16.635901,16.475296,16.629355,
416.4050,17.050791,16.550869,16.277373,16.625156,
416.6865,17.056275,16.362487,16.143674,16.187373,
416.9681,17.040503,16.703167,16.510472,16.292858,
417.2497,16.926432,17.088758,17.057508,16.800348,
417.5312,16.830313,16.924063,16.773647,16.9375,
417.8128,16.702847,16.906361,16.625111,16.686609,
418.0944,16.690844,17.316102,16.689172,16.207046,
418.3759,16.732763,17.690723,16.77046,15.982763,
418.6575,16.862811,17.574689,16.8125,16.310895,
418.9390,17.006298,17.356106,16.756178,16.900431,
419.2206,17.089857,17.00775,16.875035,16.831965,
419.5022,17.104707,16.904628,16.989043,16.65625,
419.7837,17.030614,16.727047,17.084181,16.635205,
420.0653,16.716689,16.755759,17.103207,16.625,
420.3468,16.34585,16.744891,17.003604,16.354563,
420.6284,16.412925,16.695475,16.8291,16.20345,
420.9100,16.804878,16.471418,16.613186,16.067454,
421.1915,17.128898,16.381511,16.488284,16.080727,
421.4731,16.983791,16.909736,17.10534,16.501168,
421.7546,16.989868,17.03125,17.433288,16.698486,
422.0362,16.9731,17.08505,17.46875,16.315253,
422.3178,16.885917,17.121361,17.22025,16.084333,
422.5993,16.648457,17.125,16.904321,15.864275,
422.8809,16.74108,17.06696,16.84598,15.640609,
423.1625,16.690564,17.121936,16.903186,15.714153,
423.4440,16.900377,16.972945,16.815017,15.657928,
423.7256,16.812951,17.062049,16.999098,15.68735,
424.0071,16.9375,17.221419,16.96448,15.81677,
424.2887,16.942354,17.373787,16.71875,16.06614,
424.5703,17.053057,17.326753,16.703642,16.19591,
424.8518,16.898572,17.059941,16.463632,16.815059,
425.1334,16.796373,17.028025,16.386897,16.837299,
425.4149,16.640701,17.019436,16.210976,16.750152,
425.6965,16.549428,17.069904,16.201695,16.385826,
425.9781,16.661447,16.510526,16.473947,15.619605,
426.2596,16.669963,16.197388,16.488308,16.156033,
426.5412,16.548321,15.98173,16.489419,16.620909,
426.8228,16.353612,16.238004,16.658982,16.779585,
427.1043,16.273485,17.022911,16.554735,16.500383,
427.3859,16.216418,17.180505,16.413714,16.354477,
427.6674,16.197175,16.807009,15.985488,16.486794,
427.9490,16.268917,16.668583,15.950204,16.492674,
428.2306,16.123604,16.916512,16.571366,16.437035,
428.5121,16.464748,16.839626,16.911748,16.5,
428.7937,16.75,16.65625,17.144766,16.454065,
429.0752,16.82253,16.825487,17.100823,16.411265,
429.3568,16.874057,17.296768,16.986368,16.506816,
429.6384,16.821104,17.500758,16.901569,16.642207,
429.9199,16.847248,17.069726,16.965252,16.819381,
430.2015,16.841427,16.513939,16.927683,16.486812,
430.4831,16.859954,16.297454,16.798611,15.954861,
430.7646,16.75,16.359375,16.78125,15.96875,
431.0462,16.850642,16.550895,16.861098,16.112247,
431.3277,17.148636,16.773636,16.990097,16.321655,
431.6093,17.232665,16.875,17.09717,16.489506,
431.8909,17.057679,16.839207,17.214484,16.58494,
432.1724,16.75296,16.72023,17.37352,16.588092,
432.4540,16.834077,16.941355,17.285444,16.619521,
432.7355,16.988306,17.105444,17.207056,16.675806,
433.0171,16.899499,17.154051,17.158449,16.767901,
433.2987,16.885031,17.043016,17.001157,16.729938,
433.5802,17.223899,16.884044,16.535144,16.666323,
433.8618,17.309875,16.930584,16.365458,16.65625,
434.1434,17.28125,17.168875,16.308292,16.54507,
434.4249,17.212971,17.409317,16.486086,16.52276,
434.7065,16.81504,17.445471,16.492664,16.856705,
434.9880,16.806469,17.294737,16.516338,16.990983,
435.2696,17.038188,16.958344,16.458336,17.131945,
435.5512,17.217807,16.850189,16.561557,17.075377,
435.8327,17.275314,16.818436,17.024087,16.961244,
436.1143,17.203813,16.735063,17.228249,16.834251,
436.3958,17.161193,16.481991,17.144774,16.73358,
436.6774,17.07586,16.330313,16.88383,16.745547,
436.9590,16.216738,16.476196,16.543641,16.640869,
437.2405,16.787863,16.472235,16.416706,16.680529,
437.5221,17.213907,16.355781,16.123828,16.631016,
437.8037,17.020273,16.228887,16.151182,16.653716,
438.0852,16.824888,16.21875,15.922767,16.65625,
438.3668,16.931103,16.426306,15.876599,16.65625,
438.6483,16.696603,16.226715,15.603991,16.385241,
438.9299,16.442945,16.402167,15.410333,16.191583,
439.2115,17.057952,16.840567,16.107436,15.908296,
439.4930,17.218528,17.000887,16.445372,16.093528,
439.7746,17.188167,17.126334,16.684166,16.065834,
440.0561,17.214319,17.176423,16.526819,16.226504,
440.3377,17.099929,16.865732,16.409339,16.434411,
440.6193,17.21875,16.683545,16.486548,16.390821,
440.9008,17.221156,16.634626,16.771658,16.629813,
441.1824,17.278313,16.775482,17.03125,16.611055,
441.4640,17.520222,17.024746,17.021493,15.87302,
441.7455,17.141574,16.979757,16.893472,16.125,
442.0271,17.039414,17.070664,16.546172,16.141328,
442.3086,17.098241,17.151945,16.433009,16.236528,
442.5902,17.134791,17.302709,16.420937,16.146459,
442.8718,17.155721,17.175848,16.531779,16.099047,
443.1533,16.948758,16.784032,16.710274,16.130694,
443.4349,16.816134,16.686683,16.782067,16.150163,
443.7164,17.186372,16.780122,16.682152,16.150902,
443.9980,17.0625,16.642529,16.815553,16.256861,
444.2796,17.026291,16.59375,16.959226,16.288492,
444.5611,16.944346,16.608988,16.993154,16.335357,
444.8427,17.118447,16.664242,16.875,16.390265,
445.1242,17.239441,16.695862,16.908447,16.285217,
445.4058,17.116273,16.692568,17.069819,16.125,
445.6874,16.939237,16.661356,16.968241,16.224979,
445.9689,16.581393,16.72166,16.850283,16.49709,
446.2505,16.556396,16.646449,16.574783,16.601702,
446.5321,16.436702,16.594548,16.467153,16.6875,
446.8136,16.5,16.583733,16.604247,16.677003,
447.0952,16.489161,16.741695,16.603322,16.623733,
447.3767,16.46875,16.854927,16.506614,16.450727,
447.6583,16.503286,16.840464,16.383226,16.261512,
447.9399,16.811194,16.769407,16.568759,16.458888,
448.2214,17.243089,16.786508,16.925331,16.603967,
448.5030,17.268758,16.856242,16.943727,16.212598,
448.7845,17.275623,16.926247,16.974377,15.879068,
449.0661,17.207483,17.105017,16.898119,15.868144,
449.3477,17.008745,17.196245,16.857189,16.111883,
449.6292,16.910007,17.16624,16.861253,16.314976,
449.9108,16.945253,17.092294,16.815649,16.451551,
450.1924,16.830337,17.152764,16.967812,16.454399,
450.4739,16.681635,17.303718,17.1875,16.510737,
450.7555,16.826071,17.097859,17.127739,16.57881,
451.0370,16.920687,16.954313,17.0625,16.547271,
451.3186,17.015293,17.014851,17.093529,16.546764,
451.6002,16.999317,17.251367,17.172388,16.625683,
451.8817,17.082163,17.342853,17.234824,16.735721,
452.1633,17.235098,17.279805,17.315391,16.797598,
452.4448,17.017349,16.76808,17.275292,16.762646,
452.7264,16.863154,16.428173,17.052424,16.583674,
453.0080,16.957692,16.671474,16.783173,16.485897,
453.2895,16.965187,16.86472,16.65625,16.5,
453.5711,16.972824,16.90625,16.691574,16.658959,
453.8527,16.928345,16.959992,16.754578,16.906647,
454.1342,16.929486,17.036324,16.817574,16.981838,
454.4158,16.96875,17.044094,16.788531,16.950344,
454.6973,17.043339,16.732894,16.75,17.161267,
454.9789,17.037097,16.512366,16.768884,17.085888,
455.2605,16.885293,16.366175,16.743014,16.803675,
455.5420,16.657719,16.223207,16.71875,16.699402,
455.8236,16.582074,16.1875,16.738324,16.824517,
456.1051,16.633343,16.326075,16.809389,17.084418,
456.3867,16.776343,16.566373,16.923812,17.247546,
456.6683,16.924673,16.757404,17.049673,17.321712,
456.9498,16.989193,16.64896,17.379945,17.037112,
457.2314,16.958699,16.417945,17.242141,16.56524,
457.5130,16.9375,16.322895,16.926908,16.239408,
457.7945,16.895388,16.333556,16.84375,16.114138,
458.0761,16.875,16.577539,17.035032,16.561328,
458.3576,16.746316,16.987763,17.210789,16.867039,
458.6392,16.817326,17.298101,17.271638,16.949525,
458.9208,16.875,17.353176,17.041183,16.81598,
459.2023,16.897007,16.793564,16.827463,16.772007,
459.4839,16.950624,16.806557,17.00312,16.78125,
459.7654,17.147655,17.018065,17.227929,16.78125,
460.0470,17.21875,17.197714,17.303786,16.713643,
460.3286,17.264159,17.159181,17.267091,16.778319,
460.6101,17.21264,16.987779,17.135649,16.85824,
460.8917,17.164468,16.638082,16.955557,16.828936,
461.1733,17.133059,16.438488,16.975822,16.766119,
461.4548,17.125,16.429596,17.093382,16.890074,
461.7364,17.171994,16.4375,17.007514,16.749523,
462.0179,17.211145,16.461145,16.897815,16.521984,
462.2995,17.171171,16.421171,16.684682,16.682858,
462.5811,16.988734,16.549835,16.625,16.845723,
462.8626,16.769021,16.59375,16.721274,16.802795,
463.1442,16.863966,16.642155,16.846811,16.660237,
463.4257,16.97925,16.72925,16.948,16.406,
463.7073,17.097843,16.798921,17.017671,16.539435,
463.9889,17.198754,16.714162,17.03125,16.495412,
464.2704,17.21875,16.88514,16.73479,16.12288,
464.5520,17.21875,17.06161,16.606606,15.882318,
464.8335,17.193814,17.018943,16.643621,15.694136,
465.1151,17.137408,16.949908,16.731388,15.856617,
465.3967,17.074695,16.585362,16.926069,16.132624,
465.6782,17.037244,16.525256,17.019262,16.389549,
465.9598,16.676264,16.024127,16.549483,16.640349,
466.2414,16.644656,16.109873,16.462953,16.662047,
466.5229,16.681796,16.437258,16.519842,16.681796,
466.8045,16.661864,16.448728,16.556886,16.584956,
467.0860,16.707695,16.463223,16.691113,16.691113,
467.3676,16.692944,16.571974,16.692944,16.641332,
467.6492,16.791043,17.111466,16.816929,16.702657,
467.9307,16.838462,17.478374,17.025487,16.770675,
468.2123,16.323038,17.11468,16.698001,16.546929,
468.4938,16.505911,17.005144,16.833844,16.552211,
468.7754,16.902738,16.895311,16.927344,16.588672,
469.0570,16.942515,16.796294,16.780087,16.567515,
469.3385,16.911205,16.728659,16.224092,16.352137,
469.6201,16.774489,16.745102,16.309465,16.286148,
469.9017,16.591567,16.723594,16.34375,16.28125,
470.1832,16.641867,16.665839,15.999826,16.46644,
470.4648,17.080291,16.86827,16.759079,16.155467,
470.7463,16.996973,16.932796,17.065527,16.199935,
471.0279,16.729472,16.777981,17.173509,16.484615,
471.3095,16.660876,16.563635,17.001135,16.53125,
471.5910,16.789537,16.371306,16.808806,16.371306,
471.8726,16.972628,16.423814,16.541058,16.34375,
472.1541,17.053431,16.410785,16.660292,16.103312,
472.4357,16.848584,16.326031,16.981635,15.928802,
472.7173,16.732219,16.794188,16.977729,16.254136,
472.9988,16.986531,16.821444,17.022306,16.232166,
473.2804,17.084835,16.892878,16.897287,16.245543,
473.5620,17.120554,16.852642,16.74098,16.410824,
473.8435,16.883691,16.924186,16.504253,16.946929,
474.1251,16.816933,16.830232,16.495567,17.058067,
474.4066,16.892956,16.624769,16.71455,16.687037,
474.6882,16.959885,16.540115,16.991356,16.22274,
474.9698,17.26369,16.745752,17.084875,16.317126,
475.2513,17.09806,16.56681,17.04014,16.477775,
475.5329,16.928529,16.477662,16.950868,16.473206,
475.8144,16.82591,16.41519,17.01784,16.41519,
476.0960,16.866026,16.325961,17.138302,16.272436,
476.3776,16.76803,16.365985,17.209735,16.223257,
476.6591,16.509528,16.428438,17.272188,16.165312,
476.9407,16.415365,16.410807,17.28125,16.236328,
477.2223,16.672879,16.166284,16.854643,16.596618,
477.5038,16.74538,16.07174,16.80788,16.68288,
477.7854,16.829783,16.142283,16.759311,16.6875,
478.0669,16.737529,16.209361,16.803111,16.607834,
478.3485,16.612697,16.404343,16.467828,16.51421,
478.6301,16.487878,16.622777,16.538591,16.605872,
478.9116,16.44233,16.78835,16.45682,16.57216,
479.1932,16.384763,16.838869,16.622081,16.483394,
479.4747,16.690772,16.580607,16.919393,16.547693,
479.7563,17.170111,16.452479,17.047521,16.641271,
480.0379,17.407179,16.385107,17.167286,16.630053,
480.3194,17.150036,16.401133,17.030702,16.598867,
480.6010,16.937351,16.562649,16.556868,16.67195,
480.8826,16.932247,16.619747,16.416756,16.531518,
481.1641,16.911575,16.754623,16.743269,16.448151,
481.4457,16.699458,16.884646,17.045141,16.463349,
481.7272,16.888184,16.90625,16.964898,16.674913,
482.0088,16.963189,16.829183,17.014567,16.667372,
482.2904,16.78952,16.8125,16.877624,16.323394,
482.5719,16.698967,16.863533,16.792717,16.045866,
482.8535,16.662074,16.875,16.832102,16.025426,
483.1350,16.65625,16.799002,16.970414,16.107248,
483.4166,16.681486,16.856959,17.075709,16.276418,
483.6982,16.737774,16.950411,17.169161,16.438184,
483.9797,16.349449,16.51813,17.137431,16.093233,
484.2613,16.623937,16.555825,17.199787,16.124646,
484.5428,16.867675,16.717854,17.193929,16.255534,
484.8244,16.659153,16.799419,17.113371,16.182411,
485.1060,16.765919,16.689522,17.019963,16.37761,
485.3875,16.910414,16.705207,16.951043,16.4375,
485.6691,17.034934,16.962335,16.742632,16.534934,
485.9507,16.844379,17.152428,16.784443,16.756385,
486.2322,17.239338,17.23572,16.76428,16.78839,
486.5138,17.231113,17.226019,16.75,16.541438,
486.7953,16.925154,16.932554,16.75,16.349502,
487.0769,16.701459,16.820035,16.607709,16.35993,
487.3585,16.514783,16.647455,16.373877,16.375,
487.6400,16.585938,16.59375,16.359375,16.421875,
487.9216,16.578411,16.453982,16.444884,16.390911,
488.2031,16.678243,16.452547,16.746534,16.398149,
488.4847,16.62675,16.997748,16.82075,16.590249,
488.7663,16.502357,17.301742,16.8125,16.473464,
489.0478,16.514138,17.321056,16.880582,16.428944,
489.3294,16.260811,17.177281,16.90625,16.4375,
489.6110,16.245756,17.035494,16.951003,16.638888,
489.8925,16.303464,16.933359,17.013177,16.829818,
490.1741,16.532978,17.016489,16.965107,16.897048,
490.4556,16.843792,17.193775,16.959379,16.928129,
490.7372,16.698713,16.815842,17.098997,16.872376,
491.0188,16.572216,16.754203,17.070115,16.779149,
491.3003,16.776068,17.068782,16.753611,16.493718,
491.5819,16.959708,17.166323,16.540292,16.375,
491.8634,17.125968,17.177245,16.458011,16.416989,
492.1450,17.041834,17.104262,16.666403,16.458309,
492.4266,17.009993,16.980015,16.863735,16.15943,
492.7081,16.990389,16.998792,17.049264,16,
492.9897,16.746142,17.051487,16.598836,16.303556,
493.2713,16.524796,17.042459,16.372622,16.508832,
493.5528,16.706852,16.971725,16.485617,16.53125,
493.8344,16.96159,16.99642,16.51161,16.53125,
494.1159,17.186735,16.953508,16.616614,16.589557,
494.3975,17.223565,16.925478,16.706728,16.625,
494.6791,17.111426,16.785351,16.98501,16.529907,
